object,category,group,chat_gpt_context,conceptnet_context,conceptnet_path,bert_similarity_chat_gpt,word2vec_similarity_chat_gpt,glove_similarity_chat_gpt,average_similarity_chat_gpt,bert_similarity_conceptnet,word2vec_similarity_conceptnet,glove_similarity_conceptnet,average_similarity_conceptnet
bell_pepper,Vegetables,"['bedroom', 'kitchen', 'garden', 'office']",kitchen,kitchen,kitchen (AtLocation) <- potato (RelatedTo) -> ajapsandali/n (RelatedTo) -> bell_pepper,0.6219184994697571,0.19350117444992065,0.24351876974105835,0.35297948122024536,0.6219184994697571,0.19350117444992065,0.24351876974105835,0.35297948122024536
bell_pepper,Vegetables,"['playroom', 'dining_room', 'laundry_room', 'living_room']",dining_room,dining_room,dining_room (AtLocation) <- table (AtLocation) <- salt (RelatedTo) -> pepper/n (RelatedTo) -> bell_pepper,0.691353976726532,0.1862589567899704,0.17939136922359467,0.35233476758003235,0.691353976726532,0.1862589567899704,0.17939136922359467,0.35233476758003235
cucumber,Vegetables,"['bedroom', 'kitchen', 'garden', 'office']",kitchen,kitchen,kitchen (AtLocation) <- food (IsA) <- vegetable (IsA) <- cucumber,0.47803252935409546,0.21124188601970673,0.11921883374452591,0.26949774970610935,0.47803252935409546,0.21124188601970673,0.11921883374452591,0.26949774970610935
cucumber,Vegetables,"['playroom', 'dining_room', 'laundry_room', 'living_room']",dining_room,playroom,playroom (AtLocation) <- ball (RelatedTo) -> apple (RelatedTo) -> fruit (RelatedTo) -> cucumber,0.4245297312736511,0.1844605803489685,0.06849419325590134,0.22582816829284033,0.4911353290081024,0.05049914866685867,0.047353655099868774,0.19632937759160995
broccoli,Vegetables,"['bedroom', 'kitchen', 'garden', 'office']",kitchen,kitchen,kitchen (AtLocation) <- plate (AtLocation) <- broccoli,0.47702571749687195,0.23536992073059082,0.1215045154094696,0.2779667178789775,0.47702571749687195,0.23536992073059082,0.1215045154094696,0.2779667178789775
broccoli,Vegetables,"['playroom', 'dining_room', 'laundry_room', 'living_room']",dining_room,dining_room,dining_room (AtLocation) <- table (AtLocation) <- plate (AtLocation) <- broccoli,0.412447452545166,0.21663139760494232,-0.02753714844584465,0.2005139005680879,0.412447452545166,0.21663139760494232,-0.02753714844584465,0.2005139005680879
pretzel,Snacks,"['bedroom', 'kitchen', 'garden', 'office']",kitchen,kitchen,kitchen (AtLocation) <- food (RelatedTo) -> bread (RelatedTo) -> pretzel,0.5792073011398315,0.17751963436603546,0.04238944128155708,0.26637212559580803,0.5792073011398315,0.17751963436603546,0.04238944128155708,0.26637212559580803
pretzel,Snacks,"['playroom', 'dining_room', 'laundry_room', 'living_room']",dining_room,dining_room,dining_room (AtLocation) <- table (AtLocation) <- food (RelatedTo) -> bread (RelatedTo) -> pretzel,0.46818599104881287,0.18029384315013885,0.019691189751029015,0.22272367464999357,0.46818599104881287,0.18029384315013885,0.019691189751029015,0.22272367464999357
popcorn,Snacks,"['bedroom', 'kitchen', 'garden', 'office']",kitchen,kitchen,kitchen (AtLocation) <- pantry (AtLocation) <- jar (AtLocation) <- popcorn,0.8733516931533813,0.24335500597953796,0.20775628089904785,0.4414876600106557,0.8733516931533813,0.24335500597953796,0.20775628089904785,0.4414876600106557
popcorn,Snacks,"['playroom', 'dining_room', 'laundry_room', 'living_room']",living_room,living_room,living_room (AtLocation) <- television (AtLocation) <- show (AtLocation) <- popcorn,0.5539328455924988,0.11974573880434036,0.07165694981813431,0.2484451780716578,0.5539328455924988,0.11974573880434036,0.07165694981813431,0.2484451780716578
muffin,Snacks,"['bedroom', 'kitchen', 'garden', 'office']",kitchen,kitchen,kitchen (AtLocation) <- plate (RelatedTo) -> muffin,0.6515030860900879,0.28713458776474,0.1812349110841751,0.37329086164633435,0.6515030860900879,0.28713458776474,0.1812349110841751,0.37329086164633435
muffin,Snacks,"['playroom', 'dining_room', 'laundry_room', 'living_room']",dining_room,dining_room,dining_room (AtLocation) <- table (AtLocation) <- plate (RelatedTo) -> muffin,0.5020401477813721,0.24737752974033356,0.024386677891016006,0.2579347851375739,0.5020401477813721,0.24737752974033356,0.024386677891016006,0.2579347851375739
chocolate,Snacks,"['bedroom', 'kitchen', 'garden', 'office']",kitchen,kitchen,kitchen (AtLocation) <- food (IsA) <- chocolate,0.8533358573913574,0.2810567319393158,0.2788292467594147,0.4710739453633626,0.8533358573913574,0.2810567319393158,0.2788292467594147,0.4710739453633626
chocolate,Snacks,"['playroom', 'dining_room', 'laundry_room', 'living_room']",dining_room,dining_room,dining_room (AtLocation) <- table (AtLocation) <- food (IsA) <- chocolate,0.5704118609428406,0.23133844137191772,0.25256505608558655,0.35143845280011493,0.5704118609428406,0.23133844137191772,0.25256505608558655,0.35143845280011493
pen,Office Supplies,"['bedroom', 'kitchen', 'garden', 'office']",office,office,office (AtLocation) <- pen,0.8536187410354614,0.07157278805971146,0.10231251269578934,0.34250134726365405,0.8536187410354614,0.07157278805971146,0.10231251269578934,0.34250134726365405
pen,Office Supplies,"['playroom', 'dining_room', 'laundry_room', 'living_room']",living_room,dining_room,dining_room (AtLocation) <- table (AtLocation) <- pen,0.5536673069000244,0.13800117373466492,0.14739736914634705,0.2796886165936788,0.5509610176086426,0.13245181739330292,0.13118597865104675,0.27153293788433075
adhesive_tape,Office Supplies,"['bedroom', 'kitchen', 'garden', 'office']",office,office,office (AtLocation) <- record (RelatedTo) -> tape (RelatedTo) -> adhesive_tape,0.5649288296699524,0.04563006013631821,0.09861012548208237,0.23638967176278433,0.5649288296699524,0.04563006013631821,0.09861012548208237,0.23638967176278433
adhesive_tape,Office Supplies,"['playroom', 'dining_room', 'laundry_room', 'living_room']",laundry_room,dining_room,dining_room (AtLocation) <- glass (RelatedTo) -> transparent (RelatedTo) -> scotch_tape/n (RelatedTo) -> adhesive_tape,0.7318431735038757,0.1628987044095993,0.175983265042305,0.35690838098526,0.6937743425369263,0.06372770667076111,0.057654161006212234,0.27171873673796654
stapler,Office Supplies,"['bedroom', 'kitchen', 'garden', 'office']",office,bedroom,bedroom (AtLocation) <- desk (AtLocation) <- stapler,0.7403162121772766,0.15529626607894897,-0.0018909556092694402,0.29790717421565205,0.7720010876655579,0.13557276129722595,0.03198641911149025,0.31318675602475804
stapler,Office Supplies,"['playroom', 'dining_room', 'laundry_room', 'living_room']",playroom,dining_room,dining_room (AtLocation) <- table (RelatedTo) -> desk (AtLocation) <- stapler,0.5984067320823669,0.15238285064697266,0.25851333141326904,0.3364343047142029,0.6021223068237305,0.1571846604347229,-0.07311655580997467,0.2287301371494929
scissors,Office Supplies,"['bedroom', 'kitchen', 'garden', 'office']",office,garden,garden (AtLocation) <- lizard (RelatedTo) -> scissors,0.858441948890686,0.09500148147344589,-0.04371809586882591,0.303241778165102,0.7722557783126831,0.11855752766132355,0.03504762053489685,0.30862030883630115
scissors,Office Supplies,"['playroom', 'dining_room', 'laundry_room', 'living_room']",playroom,dining_room,dining_room (AtLocation) <- table (RelatedTo) -> desk (AtLocation) <- scissors,0.6692590713500977,0.13428226113319397,0.0686449185013771,0.29072875032822293,0.5718311667442322,0.17099067568778992,0.10486987978219986,0.28256390740474063
ball,Toys,"['bedroom', 'kitchen', 'garden', 'office']",garden,bedroom,bedroom (AtLocation) <- closet (AtLocation) <- ball,0.7530984282493591,0.1455361247062683,0.16259765625,0.35374406973520917,0.8215498924255371,0.07152438908815384,0.07959085702896118,0.3242217128475507
ball,Toys,"['playroom', 'dining_room', 'laundry_room', 'living_room']",playroom,playroom,playroom (AtLocation) <- ball,0.6531230807304382,0.10718508809804916,-0.01871541514992714,0.2471975845595201,0.6531230807304382,0.10718508809804916,-0.01871541514992714,0.2471975845595201
dice,Toys,"['bedroom', 'kitchen', 'garden', 'office']",office,kitchen,kitchen (AtLocation) <- knife (RelatedTo) -> cut (RelatedTo) -> dice,0.8406723141670227,-0.08261003345251083,-0.09241800755262375,0.22188142438729605,0.8262321352958679,0.0783654972910881,0.07329558581113815,0.32596440613269806
dice,Toys,"['playroom', 'dining_room', 'laundry_room', 'living_room']",playroom,playroom,playroom (UsedFor) -> fun (RelatedTo) -> game (IsA) <- dice,0.6728835105895996,0.11506814509630203,0.008647751994431019,0.26553313589344424,0.6728835105895996,0.11506814509630203,0.008647751994431019,0.26553313589344424
teddy_bear,Toys,"['bedroom', 'kitchen', 'garden', 'office']",bedroom,bedroom,bedroom (AtLocation) <- shelf (AtLocation) <- teddy_bear,0.6272811889648438,0.23502296209335327,0.14896301925182343,0.33708905677000683,0.6272811889648438,0.23502296209335327,0.14896301925182343,0.33708905677000683
teddy_bear,Toys,"['playroom', 'dining_room', 'laundry_room', 'living_room']",playroom,dining_room,dining_room (AtLocation) <- table (RelatedTo) -> bed (AtLocation) <- teddy_bear,0.5734775066375732,0.36378440260887146,-0.034312911331653595,0.3009829993049304,0.7565751075744629,0.21247023344039917,0.14467035233974457,0.3712385644515355
toy,Toys,"['bedroom', 'kitchen', 'garden', 'office']",bedroom,kitchen,kitchen (AtLocation) <- table (AtLocation) <- toy,0.881761908531189,0.15689319372177124,0.15176555514335632,0.39680688579877216,0.8271135091781616,0.15718203783035278,0.22635747492313385,0.40355100731054944
toy,Toys,"['playroom', 'dining_room', 'laundry_room', 'living_room']",playroom,playroom,playroom (UsedFor) -> children (RelatedTo) -> toy,0.6358833909034729,0.3376902937889099,0.173728346824646,0.38243401050567627,0.6358833909034729,0.3376902937889099,0.173728346824646,0.38243401050567627
bowl,Kitchenware,"['bedroom', 'kitchen', 'garden', 'office']",kitchen,kitchen,kitchen (AtLocation) <- plate (RelatedTo) -> bowl,0.8373965620994568,0.19589334726333618,0.19165079295635223,0.4083135674397151,0.8373965620994568,0.19589334726333618,0.19165079295635223,0.4083135674397151
bowl,Kitchenware,"['playroom', 'dining_room', 'laundry_room', 'living_room']",dining_room,dining_room,dining_room (AtLocation) <- table (AtLocation) <- bowl,0.596315860748291,0.18505635857582092,0.23308421671390533,0.33815214534600574,0.596315860748291,0.18505635857582092,0.23308421671390533,0.33815214534600574
knife,Kitchenware,"['bedroom', 'kitchen', 'garden', 'office']",kitchen,kitchen,kitchen (AtLocation) <- knife,0.8721953630447388,0.31887397170066833,0.43859973549842834,0.5432230234146118,0.8721953630447388,0.31887397170066833,0.43859973549842834,0.5432230234146118
knife,Kitchenware,"['playroom', 'dining_room', 'laundry_room', 'living_room']",dining_room,dining_room,dining_room (AtLocation) <- table (AtLocation) <- knife,0.5721664428710938,0.1516372114419937,0.23229654133319855,0.31870006521542865,0.5721664428710938,0.1516372114419937,0.23229654133319855,0.31870006521542865
spoon,Kitchenware,"['bedroom', 'kitchen', 'garden', 'office']",kitchen,kitchen,kitchen (AtLocation) <- plate (RelatedTo) -> spoon,0.814005434513092,0.35718995332717896,0.3012671172618866,0.49082083503405255,0.814005434513092,0.35718995332717896,0.3012671172618866,0.49082083503405255
spoon,Kitchenware,"['playroom', 'dining_room', 'laundry_room', 'living_room']",dining_room,dining_room,dining_room (AtLocation) <- table (AtLocation) <- spoon,0.5714513063430786,0.2786007523536682,0.1540290117263794,0.33469369014104206,0.5714513063430786,0.2786007523536682,0.1540290117263794,0.33469369014104206
mug,Kitchenware,"['bedroom', 'kitchen', 'garden', 'office']",kitchen,kitchen,kitchen (AtLocation) <- cup (RelatedTo) -> mug,0.8433428406715393,0.16068574786186218,0.15227334201335907,0.38543397684892017,0.8433428406715393,0.16068574786186218,0.15227334201335907,0.38543397684892017
mug,Kitchenware,"['playroom', 'dining_room', 'laundry_room', 'living_room']",dining_room,dining_room,dining_room (AtLocation) <- table (AtLocation) <- cup (RelatedTo) -> mug,0.593574583530426,0.16666924953460693,0.1260114461183548,0.2954184263944626,0.593574583530426,0.16666924953460693,0.1260114461183548,0.2954184263944626
glove,Clothing,"['bedroom', 'kitchen', 'garden', 'office']",garden,bedroom,bedroom (AtLocation) <- condom (RelatedTo) -> glove,0.746981680393219,0.08763832598924637,0.09307032823562622,0.30923011153936386,0.8740670680999756,0.13578876852989197,0.2606220543384552,0.42349263032277423
glove,Clothing,"['playroom', 'dining_room', 'laundry_room', 'living_room']",laundry_room,living_room,living_room (AtLocation) <- human (RelatedTo) -> hand (RelatedTo) -> glove,0.5847819447517395,0.1234361007809639,0.21221573650836945,0.30681126068035763,0.5498883724212646,0.09044535458087921,0.14117364585399628,0.2605024576187134
belt,Clothing,"['bedroom', 'kitchen', 'garden', 'office']",bedroom,bedroom,bedroom (AtLocation) <- closet (AtLocation) <- belt,0.8688047528266907,0.05219465121626854,0.0901263877749443,0.3370419306059678,0.8688047528266907,0.05219465121626854,0.0901263877749443,0.3370419306059678
belt,Clothing,"['playroom', 'dining_room', 'laundry_room', 'living_room']",laundry_room,living_room,living_room (AtLocation) <- glass_fronted_display_cabinet (UsedFor) -> trophy (RelatedTo) -> belt,0.6005101203918457,0.031885817646980286,0.06905665993690491,0.23381753265857697,0.5493107438087463,0.1049601212143898,0.14626222848892212,0.26684436450401944
sock,Clothing,"['bedroom', 'kitchen', 'garden', 'office']",bedroom,office,office (AtLocation) <- feet (RelatedTo) -> sock,0.8629989624023438,0.2169964611530304,0.2538839280605316,0.44462645053863525,0.8861626982688904,0.02873251400887966,0.0036348188295960426,0.3061766770357887
sock,Clothing,"['playroom', 'dining_room', 'laundry_room', 'living_room']",laundry_room,dining_room,dining_room (AtLocation) <- table (AtLocation) <- foot (RelatedTo) -> sock,0.5899264812469482,0.2741702198982239,0.2324034422636032,0.3655000478029251,0.5640549659729004,0.10051968693733215,0.07858262211084366,0.24771909167369208
tie,Clothing,"['bedroom', 'kitchen', 'garden', 'office']",office,office,office (AtLocation) <- cord (UsedFor) -> tie,0.6783974766731262,0.026644298806786537,0.11516986787319183,0.27340388111770153,0.6783974766731262,0.026644298806786537,0.11516986787319183,0.27340388111770153
tie,Clothing,"['playroom', 'dining_room', 'laundry_room', 'living_room']",dining_room,dining_room,dining_room (AtLocation) <- table (AtLocation) <- note (RelatedTo) -> tie,0.5094464421272278,0.03424687311053276,0.14514021575450897,0.22961117699742317,0.5094464421272278,0.03424687311053276,0.14514021575450897,0.22961117699742317
computer_mouse,Personal Items,"['bedroom', 'kitchen', 'garden', 'office']",office,office,office (AtLocation) <- computer (RelatedTo) -> desktop (AtLocation) <- computer_mouse,0.5665296316146851,0.1449132114648819,0.20928029716014862,0.3069077134132385,0.5665296316146851,0.1449132114648819,0.20928029716014862,0.3069077134132385
computer_mouse,Personal Items,"['playroom', 'dining_room', 'laundry_room', 'living_room']",living_room,dining_room,dining_room (AtLocation) <- table (RelatedTo) -> desk (AtLocation) <- mouse_pad (AtLocation) <- computer_mouse,0.8078449368476868,0.23286254703998566,0.30872470140457153,0.449810728430748,0.7731549739837646,0.19635333120822906,0.237851083278656,0.40245312949021655
coin,Personal Items,"['bedroom', 'kitchen', 'garden', 'office']",office,office,office (AtLocation) <- money (RelatedTo) -> coin,0.8517809510231018,0.05644137039780617,0.091262586414814,0.3331616359452407,0.8517809510231018,0.05644137039780617,0.091262586414814,0.3331616359452407
coin,Personal Items,"['playroom', 'dining_room', 'laundry_room', 'living_room']",living_room,laundry_room,laundry_room (AtLocation) <- iron (RelatedTo) -> metal (RelatedTo) -> coin,0.5593581795692444,0.06503669172525406,0.08662118017673492,0.23700535049041113,0.6130487322807312,0.068775974214077,0.23987574875354767,0.3072334850827853
calculator,Personal Items,"['bedroom', 'kitchen', 'garden', 'office']",office,office,office (AtLocation) <- calculator,0.487816721200943,0.13989600539207458,0.00533978221938014,0.2110175029374659,0.487816721200943,0.13989600539207458,0.00533978221938014,0.2110175029374659
calculator,Personal Items,"['playroom', 'dining_room', 'laundry_room', 'living_room']",living_room,dining_room,dining_room (AtLocation) <- table (RelatedTo) -> calculator,0.5660491585731506,0.1365295797586441,0.06877588480710983,0.25711820771296817,0.5588039755821228,0.07942178845405579,0.07830869406461716,0.23884481936693192
mobile_phone,Personal Items,"['bedroom', 'kitchen', 'garden', 'office']",office,office,office (AtLocation) <- telephone (IsA) <- mobile_phone,0.613102912902832,0.26261138916015625,0.3349599540233612,0.4035580853621165,0.613102912902832,0.26261138916015625,0.3349599540233612,0.4035580853621165
mobile_phone,Personal Items,"['playroom', 'dining_room', 'laundry_room', 'living_room']",living_room,dining_room,dining_room (AtLocation) <- table (AtLocation) <- computer (IsA) <- mobile_phone,0.8003194332122803,0.16879475116729736,0.32451382279396057,0.43120933572451275,0.7875364422798157,0.06985075026750565,0.2697713077068329,0.37571950008471805
remote_control,Personal Items,"['bedroom', 'kitchen', 'garden', 'office']",bedroom,bedroom,bedroom (AtLocation) <- television (AtLocation) <- remote_control,0.5645900368690491,0.07733847945928574,0.16462697088718414,0.26885182907183963,0.5645900368690491,0.07733847945928574,0.16462697088718414,0.26885182907183963
remote_control,Personal Items,"['playroom', 'dining_room', 'laundry_room', 'living_room']",living_room,living_room,living_room (AtLocation) <- television (AtLocation) <- remote_control,0.7420324683189392,0.21108657121658325,0.34903788566589355,0.434052308400472,0.7420324683189392,0.21108657121658325,0.34903788566589355,0.434052308400472
toothpaste,Personal Items,"['bedroom', 'kitchen', 'garden', 'office']",bedroom,kitchen,kitchen (AtLocation) <- sink (AtLocation) <- toothpaste,0.4504866898059845,0.08118829131126404,0.013408553786575794,0.18169451163460812,0.4859929382801056,0.17420163750648499,0.14373859763145447,0.2679777244726817
toothpaste,Personal Items,"['playroom', 'dining_room', 'laundry_room', 'living_room']",bathroom,laundry_room,laundry_room (AtLocation) <- sink (AtLocation) <- toothpaste,0.5188400149345398,0.2435106635093689,0.194305881857872,0.31888552010059357,0.4586884677410126,0.21237289905548096,0.18890047073364258,0.2866539458433787
aerosol_can,Personal Items,"['bedroom', 'kitchen', 'garden', 'office']",garden,office,office (AtLocation) <- water_cooler (AtLocation) <- button (RelatedTo) -> aerosol_can,0.5445876121520996,0.14097006618976593,0.09180010110139847,0.25911925981442135,0.6216667890548706,0.1266508400440216,0.15323404967784882,0.3005172262589137
aerosol_can,Personal Items,"['playroom', 'dining_room', 'laundry_room', 'living_room']",laundry_room,laundry_room,laundry_room (AtLocation) <- iron (RelatedTo) -> press (RelatedTo) -> button (RelatedTo) -> aerosol_can,0.7594884634017944,0.17480070888996124,0.19526535272598267,0.3765181750059128,0.7594884634017944,0.17480070888996124,0.19526535272598267,0.3765181750059128
box,Miscellaneous,"['bedroom', 'kitchen', 'garden', 'office']",office,kitchen,kitchen (AtLocation) <- container (RelatedTo) -> box,0.9088175892829895,0.3583413362503052,0.3494033217430115,0.5388540824254354,0.8491208553314209,0.196496844291687,0.28213000297546387,0.44258256753285724
box,Miscellaneous,"['playroom', 'dining_room', 'laundry_room', 'living_room']",playroom,living_room,living_room (AtLocation) <- television (RelatedTo) -> box,0.6574262380599976,0.21362075209617615,0.08856142312288284,0.31986947109301883,0.5998455882072449,0.144767627120018,0.3408586084842682,0.3618239412705104
boot,Miscellaneous,"['bedroom', 'kitchen', 'garden', 'office']",garden,kitchen,kitchen (AtLocation) <- cover (RelatedTo) -> boot,0.6980908513069153,0.09621469676494598,0.013295567594468594,0.2692003718887766,0.7924501895904541,0.10685253143310547,0.14025314152240753,0.3465186208486557
boot,Miscellaneous,"['playroom', 'dining_room', 'laundry_room', 'living_room']",laundry_room,dining_room,dining_room (AtLocation) <- table (AtLocation) <- foot (AtLocation) <- boot,0.592035710811615,0.20962399244308472,0.18852044641971588,0.33006004989147186,0.5618287920951843,0.09050542861223221,0.14753220975399017,0.2666221434871356
towel,Miscellaneous,"['bedroom', 'kitchen', 'garden', 'office']",bathroom,bedroom,bedroom (AtLocation) <- closet (AtLocation) <- towel,0.8675075769424438,0.39369428157806396,0.34899434447288513,0.5367320676644644,0.888900876045227,0.19837361574172974,0.17115667462348938,0.41947705547014874
towel,Miscellaneous,"['playroom', 'dining_room', 'laundry_room', 'living_room']",laundry_room,dining_room,dining_room (AtLocation) <- table (RelatedTo) -> napkin (RelatedTo) -> towel,0.6454322338104248,0.3609086871147156,0.387196809053421,0.46451257665952045,0.5899685621261597,0.20896704494953156,0.22686617076396942,0.34193392594655353
flower,Miscellaneous,"['bedroom', 'kitchen', 'garden', 'office']",garden,garden,garden (AtLocation) <- plant (RelatedTo) -> flower,0.8729267120361328,0.5949039459228516,0.46284905076026917,0.6435599029064178,0.8729267120361328,0.5949039459228516,0.46284905076026917,0.6435599029064178
flower,Miscellaneous,"['playroom', 'dining_room', 'laundry_room', 'living_room']",living_room,dining_room,dining_room (AtLocation) <- table (AtLocation) <- plant (RelatedTo) -> flower,0.5762600302696228,0.13215872645378113,0.17225663363933563,0.2935584634542465,0.5965704917907715,0.21737128496170044,0.18024499714374542,0.33139559129873913
candle,Miscellaneous,"['bedroom', 'kitchen', 'garden', 'office']",bedroom,kitchen,kitchen (AtLocation) <- candle,0.8948757648468018,0.24761727452278137,0.18307942152023315,0.4418574869632721,0.8445562720298767,0.2888857126235962,0.25159427523612976,0.46167875329653424
candle,Miscellaneous,"['playroom', 'dining_room', 'laundry_room', 'living_room']",dining_room,dining_room,dining_room (AtLocation) <- table (AtLocation) <- candle,0.5862830281257629,0.24359537661075592,0.20714139938354492,0.34567326804002124,0.5862830281257629,0.24359537661075592,0.20714139938354492,0.34567326804002124
bell,Miscellaneous,"['bedroom', 'kitchen', 'garden', 'office']",garden,office,office (AtLocation) <- telephone (RelatedTo) -> bell,0.752697229385376,0.0921601802110672,0.17767959833145142,0.3408456693092982,0.8269407153129578,0.04659252613782883,0.16161011159420013,0.3450477843483289
bell,Miscellaneous,"['playroom', 'dining_room', 'laundry_room', 'living_room']",dining_room,laundry_room,laundry_room (AtLocation) <- iron (RelatedTo) -> metal (RelatedTo) -> bell,0.5829232335090637,0.14145362377166748,0.20009315013885498,0.30815666913986206,0.6030361652374268,0.12620723247528076,0.12949331104755402,0.28624556958675385
